-2,6.940695920253905
"-199/100",6.901186891329807
"-99/50",6.8617003945748145
"-197/100",6.822237435011887
"-49/25",6.782799059773447
"-39/20",6.743386359619146
"-97/50",6.704000470470967
"-193/100",6.664642574987767
"-48/25",6.625313904157588
"-191/100",6.586015738919852
"-19/10",6.546749411805983
"-189/100",6.507516308593739
"-47/25",6.468317869979496
"-187/100",6.429155593260455
"-93/50",6.390031034017682
"-37/20",6.35094580779996
"-46/25",6.311901591800943
"-183/100",6.272900126523188
"-91/50",6.233943217419094
"-181/100",6.195032736514983
"-9/5",6.156170623979396
"-179/100",6.117358889665412
"-89/50",6.078599614575276
"-177/100",6.039894952296772
"-44/25",6.001247130309095
"-7/4",5.962658451249444
"-87/50",5.924131294033843
"-173/100",5.885668114903293
"-43/25",5.847271448299042
"-171/100",5.808943907612102
"-17/10",5.770688185777571
"-169/100",5.73250705565459
"-42/25",5.694403370247724
"-167/100",5.6563800626975445
"-83/50",5.618440146029231
"-33/20",5.580586712628469
"-41/25",5.542822933522352
"-163/100",5.50515205725873
"-81/50",5.4675774085492295
"-161/100",5.4301023865683105
"-8/5",5.392730462871218
"-159/100",5.355465178945656
"-79/50",5.318310143431584
"-157/100",5.281269028833846
"-39/25",5.244345567915181
"-31/20",5.20754354955351
"-77/50",5.170866814238137
"-153/100",5.134319249103198
"-38/25",5.097904782316167
"-151/100",5.061627377302454
"-3/2",5.025491026193884
"-149/100",4.989499742954686
"-37/25",4.953657556066836
"-147/100",4.917968500616952
"-73/50",4.882436609998738
"-29/20",4.847065907276473
"-36/25",4.811860395884758
"-143/100",4.776824050315702
"-71/50",4.741960805988844
"-141/100",4.707274549220207
"-7/5",4.672769106692505
"-139/100",4.638448234677758
"-69/50",4.604315608193214
"-137/100",4.570374809977369
"-34/25",4.536629319290811
"-27/20",4.503082500946661
"-67/50",4.46973759412683
"-133/100",4.4365977015340095
"-33/25",4.403665778720224
"-131/100",4.370944623482194
"-13/10",4.33843686592316
"-129/100",4.306144958601537
"-32/25",4.274071167514551
"-127/100",4.242217563286547
"-63/50",4.210586013252758
"-5/4",4.179178174149122
"-31/25",4.147995485446445
"-123/100",4.117039163636995
"-61/50",4.086310197384798
"-121/100",4.0558093433472076
"-6/5",4.025537123256692
"-119/100",3.995493821559994
"-59/50",3.965679484494925
"-117/100",3.9360939196774924
"-29/25",3.9067366970980286
"-23/20",3.8776071507233483
"-57/50",3.848704381444737
"-113/100",3.8200272604409604
"-28/25",3.7915744341113524
"-111/100",3.763344329349454
"-11/10",3.735335159762431
"-109/100",3.707544932806575
"-27/25",3.6799714577130973
"-107/100",3.652612353413825
"-53/50",3.625465058141014
"-21/20",3.5985268385241995
"-26/25",3.571794799717464
"-103/100",3.545265895602642
"-51/50",3.5189369396724604
"-101/100",3.492804615606357
-1,3.46686548846193
"-99/100",3.4411160157231855
"-49/50",3.4155525582852535
"-97/100",3.3901713918676015
"-24/25",3.3649687176925913
"-19/20",3.339940673239862
"-47/50",3.3150833430955204
"-93/100",3.2903927692285504
"-23/25",3.265864960652038
"-91/100",3.241495903517322
"-9/10",3.217281570449411
"-89/100",3.1932179289280076
"-22/25",3.169300950409132
"-87/100",3.145526617689633
"-43/50",3.12189093326741
"-17/20",3.098389925554439
"-21/25",3.075019656138919
"-83/100",3.0517762256557694
"-41/50",3.028655779639134
"-81/100",3.0056545133757155
"-4/5",2.9827686769747275
"-79/100",2.959994579453512
"-39/50",2.9373285926170762
"-77/100",2.914767154634879
"-19/25",2.8923067726582645
"-3/4",2.8699440257346476
"-37/50",2.8476755670639533
"-73/100",2.8254981254335503
"-18/25",2.803408507377966
"-71/100",2.7814035977646507
"-7/10",2.7594803611360703
"-69/100",2.737635842111567
"-17/25",2.7158671659215887
"-67/100",2.694171538322524
"-33/50",2.672546245548801
"-13/20",2.6509886542923335
"-16/25",2.6294962107740787
"-63/100",2.6080664404416596
"-31/50",2.5866969469621734
"-61/100",2.5653854113921772
"-3/5",2.544129591038769
"-59/100",2.522927318396837
"-29/50",2.501776499656783
"-57/100",2.4806751137323317
"-14/25",2.4596212104630344
"-11/20",2.4386129094624462
"-27/50",2.4176483983808055
"-53/100",2.3967259313988447
"-13/25",2.375843827699532
"-51/100",2.355000469887382
"-1/2",2.334194302278602
"-49/100",2.313423829227669
"-12/25",2.292687613624463
"-47/100",2.2719842752611172
"-23/50",2.251312489003563
"-9/20",2.2306709834225553
"-11/25",2.2100585390340592
"-43/100",2.1894739868373687
"-21/50",2.168916206562694
"-41/100",2.1483841253110096
"-2/5",2.1278767158946654
"-39/100",2.107392995370925
"-19/50",2.0869320236646356
"-37/100",2.066492901802687
"-9/25",2.0460747708266425
"-7/20",2.0256768101403253
"-17/50",2.0052982360551654
"-33/100",1.984938300545965
"-8/25",1.9645962897563864
"-31/100",1.9442715226258458
"-3/10",1.9239633494136612
"-29/100",1.9036711504659407
"-7/25",1.8833943346648432
"-27/100",1.8631323379890263
"-13/50",1.842884622192776
"-1/4",1.8226506731926124
"-6/25",1.8024299995994535
"-23/100",1.7822221312032545
"-11/50",1.7620266172118944
"-21/100",1.7418430247224768
"-1/5",1.7216709369442205
"-19/100",1.7015099513092766
"-9/50",1.681359677619146
"-17/100",1.6612197361180052
"-4/25",1.6410897553223465
"-3/20",1.6209693699989054
